,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
618,False,/vW016VDPIzzEgDzrC19xJ7pAoqg.jpg,,8500000,"[{'id': 28, 'name': '动作'}, {'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}]",,774548,tt17494686,['KR'],ko,데시벨,水煮沸的聲音、打開窗戶的聲音、孩子們的笑聲……不久後，傳來了一戶民宅爆炸的新聞快報，此時，看到新聞的前海軍副艦長（金來沅 飾）接到了一通電話，炸彈設計者（李鍾碩 飾）表示只要噪音一變大就會爆炸，他的下個目標是足球場……為了阻止不斷在市中心展開的炸彈恐攻事件，一定要找出握有一切祕密的炸彈設計者！,15.246,/mlmqArnpb6OjhrUm5TsQnbl1Zqy.jpg,"[{'id': 118767, 'logo_path': None, 'name': 'East Dream Synopex', 'origin_country': 'KR'}, {'id': 172538, 'logo_path': '/9W8vEzgSeT1gojBScmD2XJ6WYGD.png', 'name': 'Mindmark', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-11-16,6843970,110,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,斥資120億重金打造動作災難鉅獻！,音爆浩劫,True,6.667,60
619,False,/5CdmpTPn5RAHjdByNnJ4iw3cFfz.jpg,,0,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",,993885,tt22191360,['KR'],ko,시맨틱 에러: 더 무비,資工系大三生秋尚宇 (朴宰燦 飾) ，雖然成績優越並精通程式設計，卻是個沒有存在感的邊緣人。視覺設計系大四生張宰英 (朴栖含 飾)，則是個擁有模特兒身材與帥氣臉蛋的風雲人物。某次通識課報告上，秋尚宇把豬隊友從組員名單中刪除，連帶害得張宰英遭受延畢。不過，秋尚宇策畫製作的手遊出狀況，原本配合設計的學姐無法繼續合作，沒想到學姐推薦的另一位人選，正是因為「被延畢」而對秋尚宇心懷不滿的張宰英。究竟原則主義的理工男，遇上放蕩不羈的藝術男，個性截然不同的兩人，將會碰撞出什麼樣的火花呢？,2.532,/zQ1hc9OEqxUSkCoctcRjRGWhf20.jpg,"[{'id': 140163, 'logo_path': '/q67Iyada586WNxPdADWT47TCrWO.png', 'name': 'watcha', 'origin_country': 'KR'}, {'id': 110706, 'logo_path': '/vFns6HmcV18T2SRIBovpE6UFZh6.png', 'name': 'Raemongraein', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-08-31,600108,177,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,完美的日常，出現怦然心動的錯誤！,語意錯誤電影版,True,7.4,11
620,False,/dCWKwPjSdZ1xYvlifL91HdmvvNv.jpg,,0,"[{'id': 27, 'name': '恐怖'}, {'id': 9648, 'name': '悬疑'}]",,844386,tt22505124,['KR'],ko,옥수역귀신,需要獨家報導的記者娜英（金寶羅 飾），透過在玉水站工作的好友宇元（金宰鉉 飾），得知了玉水站不斷發生神祕死亡案件，得知此事的娜英便決定和宇元一起展開調查。在調查的過程中，娜英周遭竟開始不斷發生怪事……玉水站似乎藏著什麼駭人祕密……,8.763,/3TBQnQwTH3nRvfZkvVLgvw51cvY.jpg,"[{'id': 112409, 'logo_path': None, 'name': 'Smile Ent.', 'origin_country': 'KR'}, {'id': 82604, 'logo_path': None, 'name': 'Zoa Films', 'origin_country': 'KR'}, {'id': 203392, 'logo_path': '/9NApPukOhlHj45EorXJgoKTEs9Q.png', 'name': 'Mystery Pictures', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2023-04-19,2305305,80,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,鬼車站,False,6.3,47
621,False,/eyKTNsJe8jgXhXrqDZ0WKgNCjMN.jpg,,0,"[{'id': 28, 'name': '动作'}, {'id': 53, 'name': '惊悚'}, {'id': 18, 'name': '剧情'}]",,1057001,tt27534328,['KR'],ko,귀공자,拳擊手馬可輾轉於菲律賓各個非法競技場，與生病的母親相依為命。為了籌措母親的手術費，馬可決定前往韓國尋找從未見過面的生父，沒想到路途中卻遇上神祕男子「貴公子」的追擊。除了貴公子，還有富二代韓理事，以及在韓國與馬可重逢的神祕女子允珠。各有目的的他們接連現身，在無法預測的混亂與瘋狂中，馬可即將揭開令人衝擊的真相……,30.45,/z5eLMS82WMzuwgyQSGRnP7uIISF.jpg,"[{'id': 20064, 'logo_path': '/2In7Heq6DuXDjOwPmJqHWkpohaL.png', 'name': 'Next Entertainment World', 'origin_country': 'KR'}, {'id': 128397, 'logo_path': '/wWFYPyArqOGiev5l7OufQTJXgQ8.png', 'name': 'Goldmoon Film', 'origin_country': 'KR'}, {'id': 106996, 'logo_path': '/stmGVs6UmgfqE9BYNB5lXjy5gQm.png', 'name': 'Studio & New', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-06-21,0,117,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'Ukrainian', 'iso_639_1': 'uk', 'name': 'Український'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,貴公子,False,7.1,156
622,False,/fXmaCa7bE5mp9AMkVT8cKaI5GMK.jpg,,0,"[{'id': 53, 'name': '惊悚'}, {'id': 9648, 'name': '悬疑'}, {'id': 10749, 'name': '爱情'}]",,705996,tt12477480,['KR'],ko,헤어질 결심,一名男子從山頂墜落的變故事件，負責刑警海俊（朴海日），將面對死者的妻子徐來（湯唯）。在丈夫的面前，沒有表現出特別激動的徐來，警方將與普通遺屬不同的她列入嫌疑人名單。海俊是案發當天的不在場證明探詢和報紙，通過潜伏調查瞭解她，感覺到對她的關注越來越大。,40.141,/ukGPvnKW1BAwf3d8ORMEw0ayNiS.jpg,"[{'id': 34725, 'logo_path': '/cRqXC6Dy6AvTGS2wiMt26yGJgZA.png', 'name': 'Moho Film', 'origin_country': 'KR'}, {'id': 128404, 'logo_path': '/dP3usmr6di1jMPH738rvbxdkmSQ.png', 'name': 'CJ ENM', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-06-29,16914773,138,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,疑心愈重 愈是掛心,分手的決心,False,7.3,1230
623,False,/pLwIQMNT4s2DbyftxR5LY390Gkc.jpg,,20000000,"[{'id': 18, 'name': '剧情'}, {'id': 12, 'name': '冒险'}, {'id': 878, 'name': '科幻'}]",,753091,tt27688034,['KR'],ko,더 문,2029年韓國月球探測器「宇里號」出發前往月球，但太陽黑子爆發所導致的太陽風襲擊了宇里號，太空人黃善宇成為唯一倖存者。為了守護這次悲劇中唯一的倖存者善宇，5年前為那來號事故負起責任而隱居山中的前羅老宇宙中心負責人金載國，也加入這次的救援行動中，但光靠他的力量是不夠的，他們也求助NASA月球軌道探測器指揮官尹文英。載國為了不再失去任何人，最後還賭上自己的一切……,15.841,/24tieHEkcDvkqbVI7nf2SbwDZzD.jpg,"[{'id': 147142, 'logo_path': '/2PLXkCFStjT8Quq3DeDj9dVbM5j.png', 'name': 'Blaad Studios', 'origin_country': 'KR'}, {'id': 199265, 'logo_path': '/mv2yDqAgT1ea1eTXZMDr89zX95M.png', 'name': 'CJ ENM Studios', 'origin_country': 'KR'}, {'id': 223561, 'logo_path': None, 'name': 'NaruN', 'origin_country': 'KR'}, {'id': 223562, 'logo_path': None, 'name': 'Cinema Plus', 'origin_country': 'KR'}, {'id': 103323, 'logo_path': '/6erRU1smLcM353NKVldsYyAFh56.png', 'name': 'Dexter Studios', 'origin_country': 'KR'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-02,92718,129,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,逃出寧靜海,False,6.4,138
624,False,/xJkbxJBrnj2O1IRhR2M0cFpsWBz.jpg,,0,"[{'id': 10402, 'name': '音乐'}, {'id': 99, 'name': '纪录'}]",,1148154,,['KR'],ko,마이 샤이니 월드,,1.315,/fPU0MdDjoMn78LTNjcbp6kuwz3u.jpg,"[{'id': 99961, 'logo_path': '/gtBic6gQQHp9LyfBfhF17XqZXJE.png', 'name': 'SM Entertainment', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-11-03,0,112,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,My SHINee World,False,0.0,0
625,False,/8fWHHZN1XjsTaGHpIdFRvrpdbSv.jpg,,0,"[{'id': 28, 'name': '动作'}, {'id': 53, 'name': '惊悚'}, {'id': 18, 'name': '剧情'}]",,606400,tt21111120,['KR'],ko,교섭,在紛亂地區阿富汗，發生了一起韓國人遭塔利班組織綁架的挾持事件。雖然是交涉專家，但這是外交官在浩（黃晸玟 飾）首次與阿富汗接觸，他前往當地見到了國家情報院要員大植（玄彬 飾）。原則明確的外交官與熟悉當地情況的國家情報院要員，雖然各自的立場與方式不同，但兩人都朝著一定要救出人質的目標前進。在殺害人質的最後期限逼近、談判對象及條件等，隨時有變化的情況下，交涉成功的機率逐漸變得渺茫……,6.162,/lMrhuqHDfb8xVa99QKbCRbGQc8H.jpg,"[{'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 36633, 'logo_path': None, 'name': 'Watermelon Pictures', 'origin_country': 'KR'}, {'id': 59814, 'logo_path': None, 'name': 'One Take Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-01-18,13325763,108,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,火線交涉,False,5.8,50
626,False,/yOn8w3aGd6Rf9JYki7XaC9ZiyDg.jpg,,0,"[{'id': 18, 'name': '剧情'}, {'id': 36, 'name': '历史'}, {'id': 53, 'name': '惊悚'}, {'id': 80, 'name': '犯罪'}, {'id': 10752, 'name': '战争'}]",,919207,tt22507524,['KR'],ko,서울의 봄,改編自韓國近代史真實事件「雙十二政變」，《南山的部長們》《魔鬼對決》製作團隊斥資270億打造，《綁架影帝黃晸珉》黃晸玟、《獵首密令》鄭雨盛、《財閥家的小兒子》李星民、《緊急迫降》朴解浚、《Moving 異能》金成畇、《D.P：逃兵追緝令》丁海寅、《犯罪都市3》李俊赫等人主演。  1979年10月26日發生總統遇刺事件後，在首爾迎來新氣象之際，12月12日保安司令官全斗光（黃晸玟 飾）發起政變，動員軍方內部的私人組織，甚至還召回最前線的前方部隊到首爾。被權力蒙蔽雙眼的全斗光（黃晸玟 飾）所帶領的叛軍，以及與其對抗的首都警備司令官李泰信（鄭雨盛 飾）的鎮壓軍之間，一觸即發的9個小時正在流逝……賭上性命的兩大勢力旗鼓相當的對立，今晚，將在韓國首都展開最熾熱的戰爭！,20.888,/yCSH3cim8Y1pAGBFsyfATTCf9Z9.jpg,"[{'id': 108532, 'logo_path': '/lHzoqEuTPHwKSFiBx9skKpp9vCc.png', 'name': 'Hive Media Corp', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-11-22,0,142,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,徹底改變亞洲命運的震撼9小時！民主歷史上最糟糕的一天！,12.12：首爾之春,False,7.5,96
627,False,/s1BbP2SgMgcSyJFYfFhNWocHr9Y.jpg,,0,"[{'id': 18, 'name': '剧情'}, {'id': 53, 'name': '惊悚'}]",,581395,tt27795356,['KR'],ko,비공식작전,1987年，5年來無法脫離中東科的外交官敏俊（河正宇 飾），某天從電話那端聽到了來自20個月前在黎巴嫩失蹤的外交官的暗號訊息。敏俊滿懷著只要任務成功就能被任命到美國這充滿抱負的期待，自願接下拯救同事的非正式任務，前往黎巴嫩。敏俊抵達黎巴嫩的機場後，為了躲避覬覦他身上的贖金的機場警衛隊的子彈洗禮，偶然坐上了韓籍計程車司機判秀（朱智勛 飾）的車。連黑幫都覬覦敏俊所帶著的贖金而追捕他們，在這宛如身處地雷區的狀況中，敏俊能依靠的就只有唯一的韓國人判秀。然而，判秀這個只要給他錢就什麼都能做的可疑人物，究竟能和敏俊一起救出同事嗎？,8.424,/vs8gaX055CPbD7lFKB3G9monOrV.jpg,"[{'id': 126641, 'logo_path': None, 'name': 'Wind Up Film', 'origin_country': 'KR'}, {'id': 202695, 'logo_path': None, 'name': 'Why Not Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-02,0,132,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,贖命救援,False,6.8,35
628,False,/4zPRr4QBd7G9ZxsVUbPa2jAo8IQ.jpg,,0,"[{'id': 99, 'name': '纪录'}, {'id': 10402, 'name': '音乐'}]",,1137172,tt28230511,['KR'],ko,마마무: 마이콘 더 무비,"大銀幕裡滿滿120分鐘，讓你體驗韓流大勢女團MAMAMOO的熱情與衝勁！跟著炫麗的影像，一起踏上他們成為全球巨星的刺激旅程。 此次的現場演出中，可以看到30多首熱門歌曲的精彩表演。此外，還特別收錄了演唱會籌備過程和幕後花絮，除了有演唱會精彩的片段外，也能帶給歌迷新的感受。 四位成員不僅呈現了令人耳目一新的精彩表演，還講述了他們在舞台背後的火熱而真誠的故事，在其他地方從未見過。 邀請觀眾們一起踏上這段特別、令人心潮澎湃的旅程，一起嗨翻大銀幕！",1.186,/eq74RGQOTEdpHI1SaCW3kjURsFh.jpg,"[{'id': 201665, 'logo_path': None, 'name': 'Dream Engine Studio', 'origin_country': ''}, {'id': 201668, 'logo_path': None, 'name': 'RBW Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-06-21,0,124,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,MAMAMOO：MY CON THE MOVIE,False,0.0,0
629,False,/elqCaVi6Amkx5hzPsJ3Km5Ru3Yg.jpg,,0,"[{'id': 53, 'name': '惊悚'}, {'id': 9648, 'name': '悬疑'}, {'id': 80, 'name': '犯罪'}]",,813079,tt22507484,['KR'],ko,타겟,最近搬進新家的秀賢（申惠善 飾），透過二手交易APP買了一個二手洗衣機，卻發現洗衣機無法使用。秀賢對賣家不負責任的態度感到生氣，因此發表評論指控賣家是個騙子。沒想到秀賢周遭自此發生許多怪事，甚至還發現了一具屍體……,7.078,/8s1JHhWZa1jXQUGv0Yik7UYUscm.jpg,"[{'id': 151964, 'logo_path': None, 'name': 'Studio Pieona', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-30,0,101,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,千萬別開門,False,6.7,52
630,False,/eSSZgM4vMcA4XK2FPptLa9NFsAs.jpg,,0,"[{'id': 18, 'name': '剧情'}, {'id': 10749, 'name': '爱情'}]",,617882,tt13086130,['KR'],ko,소울메이트,翻拍自大陸作家安妮寶貝的網路短篇小說《七月與安生》，劇情以1990年代的濟州島為故事背景，講述一見如故的安微笑（金多美 飾）和高夏誾（全昭霓 飾），她們倆在13歲相遇，中間歷經了14年的相遇分離、友情愛情、憧憬嫉妒，進而成長的故事。,22.141,/aqhvxypN39b0fvSugleakAXdNRD.jpg,"[{'id': 106996, 'logo_path': '/stmGVs6UmgfqE9BYNB5lXjy5gQm.png', 'name': 'Studio & New', 'origin_country': 'KR'}, {'id': 127541, 'logo_path': '/Aq35mXuZv7lhPm8a60YKRaB9Vek.png', 'name': 'Climax Studios', 'origin_country': 'KR'}, {'id': 145236, 'logo_path': '/tTDE3bxNHe2eYlFwLATWGSdJzQN.png', 'name': 'ANDMARQ Studio', 'origin_country': 'KR'}, {'id': 15975, 'logo_path': '/ewSxMJt8IeFHSOqfyKn1scZoOur.png', 'name': 'KEYEAST', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-03-15,2471778,124,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,靈魂伴侶,False,7.734,64
631,False,/tiKNQUipxfKQQXuUFnBprXtL7kM.jpg,,0,"[{'id': 10749, 'name': '爱情'}, {'id': 35, 'name': '喜剧'}]",,1052433,tt29031019,['KR'],ko,30일,正烈（姜河那 飾）知性與外貌兼具，但天生窩囊；娜拉（庭沼玟 飾）的才華讓她擁有令人稱羨的工作，但天生冒失。正烈和娜拉戲劇性地邂逅相遇，談了如電影般的戀愛，但結婚後卻受不了彼此的個性而選擇離婚。就在兩人獲得30天的離婚熟慮期後離開法院時，卻發生意外導致他們失去了記憶……,10.003,/uX7Rs30YurgD96qlSSAvNRDpDZF.jpg,"[{'id': 172538, 'logo_path': '/9W8vEzgSeT1gojBScmD2XJ6WYGD.png', 'name': 'Mindmark', 'origin_country': 'KR'}, {'id': 113048, 'logo_path': None, 'name': 'Woollim', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-10-03,0,119,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,重獲自由只剩30天，我們的記憶卻和愛情一起灰飛煙滅！,30日,False,7.0,36
632,False,/qqxSenz4X6h2F8MQReCNRpS9PWw.jpg,,23316420,"[{'id': 9648, 'name': '悬疑'}, {'id': 27, 'name': '恐怖'}, {'id': 53, 'name': '惊悚'}]",,977155,tt26679073,['KR'],ko,마루이 비디오,在韓國檢察官之間將與凶殺案有關，暴力殘酷尺度較大、禁止外流的證據影像稱為「極祕檔案」。製作人金秀燦（徐現宇 飾）得知錄影帶都被封印在檢察廳地下保管室的傳聞後，意外獲得了相關的錄影帶，並決定以此為題材製作紀錄片。錄影帶中所記錄的1992年東城莊旅館凶殺案，與1987年峨嵋洞一家凶殺案的真相究竟為何？,3.838,/lFOoMykhkmzrfRBYW0FGQSb6BGf.jpg,"[{'id': 128333, 'logo_path': '/cIFX3XS0k5UzJwOi5rvCDlpgzib.png', 'name': 'CJ CGV', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-02-01,0,87,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,8釐米：詛咒影帶,False,5.667,18
633,False,/qpMRsjLBI9tVL8T6kzgojbhfyyh.jpg,,0,"[{'id': 53, 'name': '惊悚'}, {'id': 9648, 'name': '悬疑'}]",,806128,tt23871504,['KR'],ko,올빼미,京秀（柳俊烈 飾）是名盲人，卻擁有精湛的針灸術，御醫李亨益認可他的才能，而讓他入宮。當時，遭清國以人質身分帶走的昭顯世子（金聖喆 飾）睽違8年回到朝鮮，開心迎接兒子歸國的仁祖（柳海真 飾），卻開始感到不安……某夜，在黑暗中擁有模糊視力的京秀，親眼目睹昭顯世子的死亡，在他打算揭開真相的瞬間，卻發現更大的陰謀和祕密，讓自己的性命受到威脅。兒子死後，仁祖內心的不安讓他性情變得暴躁。而目擊世子之死的京秀，也漸漸發現與事件有關人物的真實面貌……,5.664,/gOUr1n51b6S1OCMQBU5kxryUOSx.jpg,"[{'id': 63014, 'logo_path': '/fw6qEw1GXCKf6n51zwN7nJTG42S.png', 'name': 'CJeS Studios', 'origin_country': 'KR'}, {'id': 223660, 'logo_path': None, 'name': 'Damdam Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-11-23,0,118,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,晝盲神探,False,7.4,52
634,False,/oLu4szayJyyWk9E1QkuiJrErbcu.jpg,,0,"[{'id': 27, 'name': '恐怖'}]",,1168166,tt28995831,['KR'],ko,괴담만찬,為了實現願望而展開的無止盡舞蹈挑戰；在漢江大橋下脖子被扭斷的分身，說出了大學入學考試的祕訣；絕不能踏入的旅館307號房的祕密；公寓住戶專用健身房裡的禁忌；研究室正進行的恐怖殘忍實驗；擁有154萬名訂閱者的網紅，在直播中做出詭異的行為……被欲望蒙蔽雙眼的他們，碰上了比死亡更可怕的恐怖！,4.52,/ukNOX2CsBzaO9zZr4CnichzPQlc.jpg,"[{'id': 207868, 'logo_path': '/agc1KGOfggYdWtYWegZijoUQPMP.png', 'name': 'Studio Toyou', 'origin_country': 'KR'}, {'id': 207872, 'logo_path': None, 'name': 'iNew Company', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-10-18,0,117,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,鬼6怨,False,4.6,8
635,False,/qcrActjV3aZl79xfbZ8Wxnqy9eC.jpg,,0,"[{'id': 18, 'name': '剧情'}]",,581394,tt11692284,['KR'],ko,1947 보스톤,波士頓馬拉松大賽自1897年首次舉辦後，每年會在4月第三週的週一舉辦，是擁有最悠久歷史和最高權威的國際馬拉松賽事。此片講述韓國馬拉松選手們克服光復後的混亂狀況，首次參加該賽事的旅程和軼事。,3.964,/uA8F4KiczFStLI7yN2ngeHlZKie.jpg,"[{'id': 84678, 'logo_path': '/8pjrX8L669kQUdCqCCpv3uWOSBC.png', 'name': 'BA Entertainment', 'origin_country': 'KR'}, {'id': 142673, 'logo_path': None, 'name': 'Big Picture', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-09-27,0,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,沒有國家的冠軍,False,6.5,13
636,False,,,0,[],,1357982,,['NL'],nl,ASTRO,,0.749,,"[{'id': 108999, 'logo_path': None, 'name': 'Room for Film', 'origin_country': 'NL'}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2024-09-24,0,17,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,ASTRO,False,0.0,0
637,False,/gEt8nXeSIAZB0xzjeUO6aeH1YnP.jpg,,0,"[{'id': 80, 'name': '犯罪'}, {'id': 18, 'name': '剧情'}]",,1028684,tt27502351,['KR'],ko,화란,想脫離地獄般現實生活的少年言奎（洪士彬 飾）遇見了黑幫成員治建（宋仲基 飾），兩人一起身陷危險的世界中……,5.948,/aThlXuKUu5N2TJ5WawFBuiEqaQX.jpg,"[{'id': 27133, 'logo_path': '/2hAfEWVO5JGBzHFjPHWFwPU9r55.png', 'name': 'Sanai Pictures', 'origin_country': 'KR'}, {'id': 139166, 'logo_path': '/yBd9hNUQmh7LPMyM1RVazM3C9ki.png', 'name': 'HighZium Studio', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-10-11,0,123,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,禍亂：地下秩序,False,6.0,24
638,False,/2pbQTFIND3WLxdcqwJ3QIzJbjOc.jpg,,0,"[{'id': 14, 'name': '奇幻'}, {'id': 9648, 'name': '悬疑'}]",,950253,tt29005755,['KR'],ko,천박사 퇴마 연구소: 설경의 비밀,假驅魔師千博士（姜棟元 飾）並不相信這世上有鬼，他憑著超強的洞察力解決各式各樣的事件。某日，看得見鬼的幼京（李絮 飾）找上門來，對千博士提出價值一億韓元的委託案。千博士與夥伴仁培（李東輝 飾）一起前往幼京家追查此事件，意外得知和自己有關的符咒「雪景」的祕密……不相信有鬼的驅魔師，遭遇了動搖他人生的駭人事件！,12.84,/VtOn3bkPoXjnSd0QGFafOyGifp.jpg,"[{'id': 12987, 'logo_path': '/32ea3CCKrNNO8jZBOcN2tbjPpuf.png', 'name': 'Filmmaker R&K', 'origin_country': 'KR'}, {'id': 126933, 'logo_path': '/b4Qf4nZDudPjUvnLqu3DzeHWdzh.png', 'name': 'Semicolon Studio', 'origin_country': 'KR'}, {'id': 199265, 'logo_path': '/mv2yDqAgT1ea1eTXZMDr89zX95M.png', 'name': 'CJ ENM Studios', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-09-27,14000000,98,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,附身,False,6.0,46
639,False,/15EgH2UPtr98MFkNajU6BjBTEcf.jpg,,0,"[{'id': 35, 'name': '喜剧'}]",,717090,tt23157348,['KR'],ko,압꾸정,擁有源源不絕的生意點子與天生好口才的狎鷗亭在地人大國（馬東石 飾），遇上了曾風光一時且擁有頂尖實力的整形外科醫師智友（鄭敬淏 飾）。有著夢想能東山再起的野心，且能一眼看出潛力的大國，本能地覺得迎來了一生一次能發揮事業手腕的時機。大國以不凡的推力匯集了智友的實力、「狎鷗亭人氣王」美晶（吳娜拉 飾）的情蒐能力、「狎鷗亭富豪」太天（崔炳模 飾）的資金，並找上了擁有「狎鷗亭黃金人脈」的揆鈺（吳連序 飾），決心打造狎鷗亭的全盛期……,3.814,/ekTQ47jvMKVYhWBvd8xAYOeQ3fd.jpg,"[{'id': 84678, 'logo_path': '/8pjrX8L669kQUdCqCCpv3uWOSBC.png', 'name': 'BA Entertainment', 'origin_country': 'KR'}, {'id': 96989, 'logo_path': None, 'name': 'Hong Film', 'origin_country': 'KR'}, {'id': 129217, 'logo_path': '/s5rN5NUfE9yx21Yh0CuLULAGH5Y.png', 'name': 'Big Punch Pictures', 'origin_country': 'KR'}, {'id': 3491, 'logo_path': '/hXRKXi3M9qfP4Npi1kjAaH4eGnM.png', 'name': 'Showbox', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-11-30,0,112,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,整形帝王,False,5.4,21
